Training Model...
| Epoch:   1 | Batch:    200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0046 | Mean Training Loss: 11.0389 | Perplexity: 62251.6523 |
| Epoch:   1 | Batch:   4000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.8783 | Perplexity: 53015.9141 |
| Epoch:   1 | Batch:   4200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.8552 | Perplexity: 51802.5703 |
| Epoch:   1 | Batch:   4400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.8367 | Perplexity: 50851.9961 |
| Epoch:   1 | Batch:   4600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0036 | Mean Training Loss: 10.8330 | Perplexity: 50665.9648 |
| Epoch:   1 | Batch:   4800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0055 | Mean Training Loss: 10.8291 | Perplexity: 50470.6992 |
| Epoch:   1 | Batch:   5000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.8271 | Perplexity: 50369.0547 |
| Epoch:   1 | Batch:   5200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.8175 | Perplexity: 49887.2695 |
| Epoch:   1 | Batch:   5400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0039 | Mean Training Loss: 10.7961 | Perplexity: 48831.0000 |
| Epoch:   1 | Batch:   5600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.7896 | Perplexity: 48511.8398 |
| Epoch:   1 | Batch:   5800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.7179 | Perplexity: 45155.3906 |
| Epoch:   1 | Batch:   6000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.6387 | Perplexity: 41720.4297 |
| Epoch:   1 | Batch:   6200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5848 | Perplexity: 39528.2227 |
| Epoch:   1 | Batch:   6400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0056 | Mean Training Loss: 10.5138 | Perplexity: 36818.7852 |
| Epoch:   1 | Batch:   6600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.5114 | Perplexity: 36731.0703 |
| Epoch:   1 | Batch:   6800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5186 | Perplexity: 36996.7773 |
| Epoch:   1 | Batch:   7000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0052 | Mean Training Loss: 10.5205 | Perplexity: 37067.5547 |
| Epoch:   1 | Batch:   7200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5287 | Perplexity: 37371.7852 |
| Epoch:   1 | Batch:   7400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5378 | Perplexity: 37714.7148 |
| Epoch:   1 | Batch:   7600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.5467 | Perplexity: 38051.1328 |
| Epoch:   1 | Batch:   7800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0046 | Mean Training Loss: 10.5562 | Perplexity: 38413.0430 |
| Epoch:   1 | Batch:   8000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.5641 | Perplexity: 38720.8945 |
| Epoch:   1 | Batch:   8200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0060 | Mean Training Loss: 10.5705 | Perplexity: 38969.7266 |
| Epoch:   1 | Batch:   8400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5769 | Perplexity: 39217.1328 |
| Epoch:   1 | Batch:   8600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.5829 | Perplexity: 39453.0156 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| End of Epoch:   1 | Time Taken: 48.2048 | Training Loss: 10.5853 | Training Perplexity: 39547.4922 | Validation Loss: 10.1460 | Validation Perplexity: 25488.6738 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Epoch:   2 | Batch:    200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.3749 | Perplexity: 32045.9336 |
| Epoch:   2 | Batch:    400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0036 | Mean Training Loss: 10.4396 | Perplexity: 34186.4219 |
| Epoch:   2 | Batch:    600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.4163 | Perplexity: 33398.4414 |
| Epoch:   2 | Batch:    800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.4377 | Perplexity: 34121.0469 |
| Epoch:   2 | Batch:   1000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.5141 | Perplexity: 36830.8672 |
| Epoch:   2 | Batch:   1200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.5493 | Perplexity: 38150.8789 |
| Epoch:   2 | Batch:   1400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.5543 | Perplexity: 38340.7969 |
| Epoch:   2 | Batch:   1600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5873 | Perplexity: 39628.6602 |
| Epoch:   2 | Batch:   1800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.6035 | Perplexity: 40273.6133 |
| Epoch:   2 | Batch:   2000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5981 | Perplexity: 40056.8477 |
| Epoch:   2 | Batch:   2200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.6076 | Perplexity: 40439.6055 |
| Epoch:   2 | Batch:   2400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.5163 | Perplexity: 36911.0391 |
| Epoch:   2 | Batch:   2600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.5195 | Perplexity: 37030.9844 |
| Epoch:   2 | Batch:   2800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.4930 | Perplexity: 36063.2148 |
| Epoch:   2 | Batch:   3000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.4751 | Perplexity: 35423.3750 |
| Epoch:   2 | Batch:   3200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0046 | Mean Training Loss: 10.4084 | Perplexity: 33135.2461 |
| Epoch:   2 | Batch:   3400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.3675 | Perplexity: 31808.2266 |
| Epoch:   2 | Batch:   3600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.3375 | Perplexity: 30869.8672 |
| Epoch:   2 | Batch:   3800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0044 | Mean Training Loss: 10.3113 | Perplexity: 30071.6016 |
| Epoch:   2 | Batch:   4000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0046 | Mean Training Loss: 10.2831 | Perplexity: 29235.4238 |
| Epoch:   2 | Batch:   4200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.2617 | Perplexity: 28615.5723 |
| Epoch:   2 | Batch:   4400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.2494 | Perplexity: 28266.2266 |
| Epoch:   2 | Batch:   4600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.2567 | Perplexity: 28473.7988 |
| Epoch:   2 | Batch:   4800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.2643 | Perplexity: 28690.9648 |
| Epoch:   2 | Batch:   5000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.2732 | Perplexity: 28945.4844 |
| Epoch:   2 | Batch:   5200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.2723 | Perplexity: 28921.6719 |
| Epoch:   2 | Batch:   5400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.2585 | Perplexity: 28523.9180 |
| Epoch:   2 | Batch:   5600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.2617 | Perplexity: 28614.6172 |
| Epoch:   2 | Batch:   5800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.1926 | Perplexity: 26705.7090 |
| Epoch:   2 | Batch:   6000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.1165 | Perplexity: 24748.9668 |
| Epoch:   2 | Batch:   6200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0688 | Perplexity: 23594.2441 |
| Epoch:   2 | Batch:   6400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0019 | Perplexity: 22068.8555 |
| Epoch:   2 | Batch:   6600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.0096 | Perplexity: 22237.9551 |
| Epoch:   2 | Batch:   6800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.0263 | Perplexity: 22614.0391 |
| Epoch:   2 | Batch:   7000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0365 | Perplexity: 22845.9805 |
| Epoch:   2 | Batch:   7200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0526 | Perplexity: 23217.1309 |
| Epoch:   2 | Batch:   7400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.0697 | Perplexity: 23617.2949 |
| Epoch:   2 | Batch:   7600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.0859 | Perplexity: 24002.3945 |
| Epoch:   2 | Batch:   7800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0060 | Mean Training Loss: 10.1024 | Perplexity: 24400.7305 |
| Epoch:   2 | Batch:   8000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.1169 | Perplexity: 24757.5117 |
| Epoch:   2 | Batch:   8200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.1284 | Perplexity: 25044.2344 |
| Epoch:   2 | Batch:   8400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.1391 | Perplexity: 25314.4473 |
| Epoch:   2 | Batch:   8600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.1501 | Perplexity: 25593.3867 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| End of Epoch:   2 | Time Taken: 48.7979 | Training Loss: 10.1552 | Training Perplexity: 25724.4004 | Validation Loss: 9.8936 | Validation Perplexity: 19803.6855 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Epoch:   3 | Batch:    200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.1107 | Perplexity: 24604.6816 |
| Epoch:   3 | Batch:    400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.1924 | Perplexity: 26699.3164 |
| Epoch:   3 | Batch:    600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.1527 | Perplexity: 25661.5254 |
| Epoch:   3 | Batch:    800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.1814 | Perplexity: 26408.3262 |
| Epoch:   3 | Batch:   1000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.2691 | Perplexity: 28828.2363 |
| Epoch:   3 | Batch:   1200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0046 | Mean Training Loss: 10.3144 | Perplexity: 30163.0801 |
| Epoch:   3 | Batch:   1400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.3134 | Perplexity: 30134.7871 |
| Epoch:   3 | Batch:   1600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.3494 | Perplexity: 31237.1484 |
| Epoch:   3 | Batch:   1800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.3689 | Perplexity: 31852.2734 |
| Epoch:   3 | Batch:   2000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 10.3593 | Perplexity: 31548.6562 |
| Epoch:   3 | Batch:   2200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.3683 | Perplexity: 31835.0234 |
| Epoch:   3 | Batch:   2400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0069 | Mean Training Loss: 10.2556 | Perplexity: 28441.0684 |
| Epoch:   3 | Batch:   2600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.2568 | Perplexity: 28475.8086 |
| Epoch:   3 | Batch:   2800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.2273 | Perplexity: 27648.3828 |
| Epoch:   3 | Batch:   3000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.2119 | Perplexity: 27225.4219 |
| Epoch:   3 | Batch:   3200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0047 | Mean Training Loss: 10.1424 | Perplexity: 25396.6875 |
| Epoch:   3 | Batch:   3400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0985 | Perplexity: 24305.8105 |
| Epoch:   3 | Batch:   3600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0684 | Perplexity: 23585.7402 |
| Epoch:   3 | Batch:   3800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0413 | Perplexity: 22956.0332 |
| Epoch:   3 | Batch:   4000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0058 | Mean Training Loss: 10.0118 | Perplexity: 22287.3809 |
| Epoch:   3 | Batch:   4200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.9867 | Perplexity: 21736.4688 |
| Epoch:   3 | Batch:   4400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9723 | Perplexity: 21424.5527 |
| Epoch:   3 | Batch:   4600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.9778 | Perplexity: 21542.7715 |
| Epoch:   3 | Batch:   4800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9850 | Perplexity: 21699.3555 |
| Epoch:   3 | Batch:   5000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0052 | Mean Training Loss: 9.9929 | Perplexity: 21869.8574 |
| Epoch:   3 | Batch:   5200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9910 | Perplexity: 21829.3496 |
| Epoch:   3 | Batch:   5400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.9763 | Perplexity: 21510.5820 |
| Epoch:   3 | Batch:   5600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.9804 | Perplexity: 21598.0664 |
| Epoch:   3 | Batch:   5800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9112 | Perplexity: 20155.2031 |
| Epoch:   3 | Batch:   6000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.8350 | Perplexity: 18675.5332 |
| Epoch:   3 | Batch:   6200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.7878 | Perplexity: 17815.4062 |
| Epoch:   3 | Batch:   6400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.7215 | Perplexity: 16671.9863 |
| Epoch:   3 | Batch:   6600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.7324 | Perplexity: 16854.2305 |
| Epoch:   3 | Batch:   6800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.7514 | Perplexity: 17178.5234 |
| Epoch:   3 | Batch:   7000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.7632 | Perplexity: 17382.5273 |
| Epoch:   3 | Batch:   7200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.7809 | Perplexity: 17691.8770 |
| Epoch:   3 | Batch:   7400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.7994 | Perplexity: 18022.5898 |
| Epoch:   3 | Batch:   7600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.8172 | Perplexity: 18345.9902 |
| Epoch:   3 | Batch:   7800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.8350 | Perplexity: 18676.5645 |
| Epoch:   3 | Batch:   8000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.8514 | Perplexity: 18984.8691 |
| Epoch:   3 | Batch:   8200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.8631 | Perplexity: 19209.1855 |
| Epoch:   3 | Batch:   8400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.8740 | Perplexity: 19419.4434 |
| Epoch:   3 | Batch:   8600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.8856 | Perplexity: 19645.5820 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| End of Epoch:   3 | Time Taken: 49.0674 | Training Loss: 9.8907 | Training Perplexity: 19745.0938 | Validation Loss: 9.5990 | Validation Perplexity: 14749.3477 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Epoch:   4 | Batch:    200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.8344 | Perplexity: 18665.7402 |
| Epoch:   4 | Batch:    400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9392 | Perplexity: 20727.4805 |
| Epoch:   4 | Batch:    600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.8891 | Perplexity: 19713.7090 |
| Epoch:   4 | Batch:    800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.9282 | Perplexity: 20500.0508 |
| Epoch:   4 | Batch:   1000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 10.0267 | Perplexity: 22621.7812 |
| Epoch:   4 | Batch:   1200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.0814 | Perplexity: 23894.5254 |
| Epoch:   4 | Batch:   1400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.0797 | Perplexity: 23853.7949 |
| Epoch:   4 | Batch:   1600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.1186 | Perplexity: 24799.0527 |
| Epoch:   4 | Batch:   1800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0052 | Mean Training Loss: 10.1436 | Perplexity: 25428.1680 |
| Epoch:   4 | Batch:   2000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.1325 | Perplexity: 25147.4121 |
| Epoch:   4 | Batch:   2200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.1420 | Perplexity: 25388.2852 |
| Epoch:   4 | Batch:   2400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 10.0195 | Perplexity: 22459.9766 |
| Epoch:   4 | Batch:   2600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 10.0208 | Perplexity: 22489.6621 |
| Epoch:   4 | Batch:   2800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.9893 | Perplexity: 21791.9102 |
| Epoch:   4 | Batch:   3000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9769 | Perplexity: 21524.1641 |
| Epoch:   4 | Batch:   3200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.9069 | Perplexity: 20067.7051 |
| Epoch:   4 | Batch:   3400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.8615 | Perplexity: 19178.3438 |
| Epoch:   4 | Batch:   3600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.8326 | Perplexity: 18631.3965 |
| Epoch:   4 | Batch:   3800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.8055 | Perplexity: 18133.8613 |
| Epoch:   4 | Batch:   4000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.7756 | Perplexity: 17598.2148 |
| Epoch:   4 | Batch:   4200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.7483 | Perplexity: 17125.4609 |
| Epoch:   4 | Batch:   4400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.7328 | Perplexity: 16862.3652 |
| Epoch:   4 | Batch:   4600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.7382 | Perplexity: 16952.5156 |
| Epoch:   4 | Batch:   4800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0052 | Mean Training Loss: 9.7463 | Perplexity: 17091.2129 |
| Epoch:   4 | Batch:   5000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0052 | Mean Training Loss: 9.7545 | Perplexity: 17232.2441 |
| Epoch:   4 | Batch:   5200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0051 | Mean Training Loss: 9.7531 | Perplexity: 17207.6777 |
| Epoch:   4 | Batch:   5400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.7388 | Perplexity: 16963.1738 |
| Epoch:   4 | Batch:   5600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.7440 | Perplexity: 17050.8047 |
| Epoch:   4 | Batch:   5800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.6753 | Perplexity: 15919.0830 |
| Epoch:   4 | Batch:   6000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.6000 | Perplexity: 14764.2373 |
| Epoch:   4 | Batch:   6200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0040 | Mean Training Loss: 9.5545 | Perplexity: 14108.1270 |
| Epoch:   4 | Batch:   6400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.4892 | Perplexity: 13215.6963 |
| Epoch:   4 | Batch:   6600/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.5031 | Perplexity: 13401.6465 |
| Epoch:   4 | Batch:   6800/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0048 | Mean Training Loss: 9.5243 | Perplexity: 13687.7520 |
| Epoch:   4 | Batch:   7000/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0049 | Mean Training Loss: 9.5376 | Perplexity: 13871.9131 |
| Epoch:   4 | Batch:   7200/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.5570 | Perplexity: 14142.6660 |
| Epoch:   4 | Batch:   7400/  8747 | Learning Rate: 0.0010000 | ms/batch 0.0050 | Mean Training Loss: 9.5774 | Perplexity: 14434.3193 |
